City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,dalbandin,28.8947,64.4101,18.13,18,0,2.14,PK,1699675312
363,bandarbeyla,9.4942,50.8122,27.25,80,100,6.95,SO,1699675312
364,new plymouth,-39.0667,174.0833,16.84,53,3,10.46,NZ,1699675258
365,malabar,-33.9667,151.25,34.61,62,75,9.77,AU,1699675313
366,la'ie,21.6477,-157.9253,27.98,79,28,2.68,US,1699675313
367,kimbe,-5.5502,150.1429,31.9,56,85,2.14,PG,1699675313
368,bengkulu,-3.8004,102.2655,27.21,78,88,3.53,ID,1699675313
369,martapura,-3.4167,114.85,34.05,52,40,1.54,ID,1699675313
370,tudela de duero,41.5845,-4.5809,14.93,70,100,9.78,ES,1699675313
371,veraval,20.9,70.3667,30.79,45,19,4.59,IN,1699675249
372,bogande,12.9714,-0.1436,26.19,13,94,2.71,BF,1699675314
373,luxor,25.6989,32.6421,25.03,50,0,1.54,EG,1699675314
374,buenaventura,3.8801,-77.0312,24.34,97,100,1.25,CO,1699675201
375,tandil,-37.3217,-59.1332,11.29,98,100,6.69,AR,1699675210
376,floriano,-6.7669,-43.0225,29.13,34,95,1.26,BR,1699675239
377,broome,42.2506,-75.833,6.12,75,98,1.79,US,1699675315
378,tolanaro,-25.0319,46.9987,19.04,88,40,2.06,MG,1699675315
379,saldanha,-33.0117,17.9442,14.03,90,100,3.1,ZA,1699675315
380,greymouth,-42.4667,171.2,14.44,73,0,3.78,NZ,1699675244
381,selkirk,50.1436,-96.8845,-0.92,99,60,1.96,CA,1699675236
382,nizhneangarsk,55.7833,109.55,-6.67,58,28,1.79,RU,1699675315
383,hami,42.8,93.45,6.72,20,100,1.19,CN,1699675315
384,bereket,39.2446,55.5154,11.6,55,74,2.34,TM,1699675316
385,nieuw amsterdam,5.8833,-55.0833,27.3,86,35,5.24,SR,1699675316
386,qingyang,37.4958,121.2581,5.93,55,100,3.95,CN,1699675316
387,airuk,7.2772,168.8203,26.44,90,100,7.28,MH,1699675316
388,klimavichy,53.6135,31.9385,4.89,87,100,5.72,BY,1699675316
389,aktau,43.65,51.2,3.32,62,6,4.53,KZ,1699675316
390,howrah,22.5892,88.3103,26.0,69,5,2.06,IN,1699675317
391,msanga,-6.05,36.0333,22.39,64,100,3.56,TZ,1699675317
392,zhob,31.3411,69.4481,14.29,32,0,0.94,PK,1699675317
393,gorom-gorom,14.4439,-0.2361,26.3,12,75,3.76,BF,1699675317
394,tanumah,27.1,44.1333,19.58,33,7,1.72,SA,1699675317
395,gagarin,55.5529,34.9954,2.84,91,100,4.77,RU,1699675317
396,saipan,15.1355,145.701,28.65,78,100,8.81,MP,1699675317
397,afgooye,2.1381,45.1212,25.74,83,100,3.85,SO,1699675318
398,rikaze,29.25,88.8833,5.21,39,0,0.76,CN,1699675169
399,yantzaza,-3.8278,-78.7594,20.65,98,100,0.28,EC,1699675290
400,tekeli,44.83,78.8239,4.35,64,0,3.96,KZ,1699675318
401,bandiagara,14.3501,-3.6104,25.41,23,87,3.41,ML,1699675318
402,melo,-32.3667,-54.1833,17.15,98,94,6.59,UY,1699675111
403,quellon,-43.1167,-73.6167,8.87,92,100,10.68,CL,1699675318
404,mariani,26.6667,94.3333,24.07,69,0,1.88,IN,1699675318
405,nuku'alofa,-21.1333,-175.2,23.19,68,75,8.75,TO,1699675319
406,mossel bay,-34.1831,22.146,17.96,83,88,4.07,ZA,1699675319
407,georgetown,5.4112,100.3354,29.97,79,20,3.6,MY,1699675310
408,chos malal,-37.3781,-70.2709,12.01,51,14,6.71,AR,1699675319
409,newman,37.3138,-121.0208,12.38,38,100,2.07,US,1699675207
410,minusinsk,53.7103,91.6875,-13.19,84,14,0.7,RU,1699675319
411,moncion,19.4108,-71.1526,21.87,84,87,3.03,DO,1699675320
412,puerto baquerizo moreno,-0.9,-89.6,24.33,81,28,6.16,EC,1699675215
413,kailua-kona,19.6406,-155.9956,26.95,81,100,0.45,US,1699675186
414,ak-dovurak,51.1833,90.6,-14.38,96,100,0.45,RU,1699675321
415,derbent,42.0678,48.2899,11.22,59,6,3.12,RU,1699675321
416,nishinoomote,30.7333,131.0,21.31,83,75,3.09,JP,1699675321
417,grez-doiceau,50.739,4.6983,6.01,95,20,5.14,BE,1699675322
418,bathsheba,13.2167,-59.5167,27.34,89,40,8.23,BB,1699675322
419,buka,40.8108,69.1986,12.03,33,100,1.09,UZ,1699675222
420,altes lager,48.4167,9.55,4.11,97,100,8.39,DE,1699675323
421,kabinda,-6.1333,24.4833,18.66,96,86,0.63,CD,1699675323
422,dano,11.15,-3.0667,25.1,68,45,2.84,BF,1699675323
423,najran,17.4924,44.1277,14.36,37,82,1.66,SA,1699675323
424,bardai,11.65,7.2333,21.18,24,99,3.1,NG,1699675323
425,williams lake,52.1415,-122.1445,6.7,58,75,12.35,CA,1699675236
426,lensk,60.7253,114.9278,-6.34,75,96,6.16,RU,1699675324
427,oban,56.4127,-5.4706,5.82,86,31,2.76,GB,1699675324
428,eyl,7.9803,49.8164,26.76,78,94,4.56,SO,1699675324
429,capo d'orlando,38.1435,14.7305,18.56,79,99,9.9,IT,1699675324
430,aitape,-3.1374,142.3475,28.87,82,98,3.23,PG,1699675325
431,nacala,-14.5428,40.6728,25.67,81,76,4.19,MZ,1699675325
432,hirara,24.8,125.2833,25.92,88,75,8.23,JP,1699675325
433,dongola,19.1667,30.4833,26.15,47,3,3.34,SD,1699675325
434,sanawad,22.1833,76.0667,28.26,39,25,1.62,IN,1699675325
435,ulanhot,46.0833,122.0833,-2.78,29,9,4.03,CN,1699675326
436,gornyye klyuchi,45.25,133.5,-6.13,73,70,3.25,RU,1699675326
437,karratha,-20.7377,116.8463,32.55,31,0,8.51,AU,1699675326
438,mount isa,-20.7333,139.5,35.87,26,40,4.63,AU,1699675326
439,priozersk,61.0393,30.1291,6.67,88,100,2.97,RU,1699675327
440,gaillimh,53.2719,-9.0489,6.61,81,51,0.36,IE,1699675327
441,broken hill,-31.95,141.4333,36.73,16,39,6.12,AU,1699675327
442,mount pearl,47.5166,-52.7813,1.85,92,100,9.26,CA,1699675290
443,port augusta,-32.5,137.7667,26.54,34,9,9.75,AU,1699675327
444,weston,26.1004,-80.3998,28.01,91,75,2.06,US,1699674786
445,kapit,2.0167,112.9333,26.14,87,100,0.4,MY,1699675328
446,vorkuta,67.5,64.0,-14.76,99,95,2.65,RU,1699675169
447,junction city,39.0286,-96.8314,7.14,57,1,4.47,US,1699675328
448,ancud,-41.8697,-73.8203,9.57,91,100,12.16,CL,1699675329
449,grand-bassam,5.2118,-3.7388,26.98,89,76,3.83,CI,1699675329
450,guiuan,11.0333,125.7247,28.49,72,16,1.61,PH,1699675329
451,lankaran,38.7543,48.8506,13.04,100,100,2.06,AZ,1699675329
452,khorixas,-20.3667,14.9667,21.26,31,67,0.75,NA,1699675329
453,deming,32.2687,-107.7586,8.64,73,11,3.81,US,1699675330
454,porto novo,6.4965,2.6036,26.39,87,96,2.69,BJ,1699675330
455,lospalos,-8.5186,127.0025,31.05,40,22,4.16,TL,1699675330
456,kelibia,36.8476,11.0939,18.14,77,20,2.06,TN,1699675330
457,boyolangu,-8.1181,111.8935,30.49,58,50,3.69,ID,1699675331
458,isla mujeres,21.2311,-86.731,25.09,84,17,5.7,MX,1699675331
459,bainbridge,47.6262,-122.5212,11.27,80,100,5.14,US,1699675144
460,leer,53.2316,7.461,7.3,98,100,3.56,DE,1699675331
461,lodja,-3.4833,23.4333,19.37,99,95,0.59,CD,1699675332
462,gvardeysk,54.6477,21.0651,9.08,92,100,2.68,RU,1699675332
463,yokadouma,3.5167,15.05,20.32,99,97,0.32,CM,1699675332
464,bikenibeu village,1.3673,173.1241,30.98,74,75,4.63,KI,1699675332
465,long xuyen,10.3833,105.4167,29.97,66,100,4.12,VN,1699675333
466,antsiranana,-12.2787,49.2917,25.42,88,40,0.0,MG,1699675333
467,altamira,-3.2033,-52.2064,24.74,81,65,1.9,BR,1699675296
468,zouerate,22.7187,-12.4521,22.62,25,0,3.81,MR,1699675334
469,alghero,40.5589,8.3181,17.05,55,0,3.6,IT,1699675334
470,callaway,30.153,-85.5699,22.78,86,100,2.67,US,1699675334
471,holualoa,19.6228,-155.9522,24.88,80,100,1.73,US,1699675334
472,nampula,-15.1165,39.2666,22.97,88,75,4.12,MZ,1699675333
473,vadso,70.0744,29.7487,1.09,64,20,7.72,NO,1699675335
474,angaur state,6.906,134.13,28.1,79,100,3.72,PW,1699675335
475,fredrikstad,59.2181,10.9298,3.55,93,100,2.57,NO,1699675336
476,burang,30.25,81.1667,-1.63,55,53,1.87,CN,1699675336
477,tazacorte,28.629,-17.9293,21.19,53,0,4.12,ES,1699675336
478,fort bragg,35.139,-79.006,13.08,66,100,2.06,US,1699675336
479,ulsteinvik,62.3432,5.8487,4.06,81,25,2.68,NO,1699675336
480,al kharijah,25.4514,30.5464,24.79,39,98,3.89,EG,1699675336
481,tual,-5.6667,132.75,28.08,76,72,4.63,ID,1699675337
482,kudahuvadhoo,2.6708,72.8944,27.5,80,99,4.12,MV,1699675337
483,san borja,-14.8167,-66.85,26.45,66,21,1.28,BO,1699675337
484,maracana,-0.7667,-47.45,26.32,79,28,2.56,BR,1699675337
485,noosa heads,-26.3833,153.15,25.06,65,22,5.37,AU,1699675337
486,vodnyy,63.5046,53.4095,-0.88,81,100,0.76,RU,1699675338
487,tomatlan,19.9333,-105.25,23.66,94,100,1.3,MX,1699675338
488,qui nhon,13.7667,109.2333,28.15,78,53,3.3,VN,1699675281
489,fukuecho,32.6881,128.8419,17.2,59,75,4.63,JP,1699675338
490,dogubayazit,39.5469,44.0842,5.92,76,17,1.08,TR,1699675338
491,opuwo,-18.0607,13.84,20.65,41,80,1.1,NA,1699675339
492,ma'rib,15.4591,45.3253,19.91,34,65,1.46,YE,1699675339
493,changsha,28.2,112.9667,10.09,93,100,6.5,CN,1699675339
494,bull savanna,17.8868,-77.5902,25.32,83,12,3.86,JM,1699675339
495,kouvola,60.8667,26.7,6.44,99,100,2.06,FI,1699675339
496,bodo,67.28,14.405,-2.81,68,0,5.66,NO,1699675340
497,nyurba,63.2842,118.3319,-10.16,88,81,4.41,RU,1699675340
498,kalix,65.853,23.1565,-8.1,80,6,4.48,SE,1699675340
499,westport,41.1415,-73.3579,8.19,78,4,1.34,US,1699675208
500,saint-vith,50.2815,6.1272,5.37,94,98,6.42,BE,1699675341
501,ghat,24.9647,10.1728,19.24,17,0,0.45,LY,1699675341
502,kununurra,-15.7667,128.7333,34.99,46,12,4.63,AU,1699675341
503,mosjoen,65.836,13.1908,-1.71,69,8,4.12,NO,1699675341
504,pimentel,-6.8367,-79.9342,20.16,83,0,6.17,PE,1699675342
505,mariinsk,56.2139,87.7472,1.15,96,100,1.48,RU,1699675342
506,amarante do maranhao,-5.5667,-46.7422,25.6,62,8,2.53,BR,1699675292
507,atar,20.5169,-13.0499,22.73,26,0,3.04,MR,1699675342
508,pleiku,13.9833,108.0,27.88,58,70,3.01,VN,1699675342
509,gignac,43.652,3.5509,10.53,77,99,2.59,FR,1699675342
510,sergeyevka,53.88,67.4158,3.52,89,100,3.67,KZ,1699675343
511,tubarjal,30.4999,38.216,20.91,40,87,3.06,SA,1699675343
512,labytnangi,66.6572,66.4183,-11.4,93,100,2.46,RU,1699675343
513,tonghae,37.5439,129.1069,9.59,52,100,2.09,KR,1699675344
514,dhidhdhoo,6.8833,73.1,28.3,77,37,3.87,MV,1699675345
515,arawa,-6.2132,155.5367,29.48,69,99,0.98,PG,1699675345
516,akureyri,65.6835,-18.0878,-6.04,93,0,0.0,IS,1699675345
517,san luis,-33.295,-66.3356,16.29,84,81,9.66,AR,1699675346
518,gadzhiyevo,69.2551,33.3362,-0.83,84,83,7.99,RU,1699675346
519,ar raqqah,35.95,39.0167,17.87,46,100,1.01,SY,1699675346
520,hilo,19.7297,-155.09,22.92,93,100,0.45,US,1699675346
521,cole harbour,44.6724,-63.4751,4.71,88,26,3.6,CA,1699675346
522,higuera de zaragoza,25.95,-109.2833,23.49,57,0,4.59,MX,1699675346
523,mahalapye,-23.1041,26.8142,18.99,68,7,5.7,BW,1699675347
524,hrubieszow,50.805,23.8925,6.33,67,100,1.78,PL,1699675347
525,baikonur,45.6167,63.3167,9.41,49,87,3.83,KZ,1699675347
526,humaita,-7.5061,-63.0208,29.25,51,50,0.77,BR,1699675347
527,tanhacu,-14.0214,-41.2481,21.17,72,1,2.68,BR,1699675347
528,malmberget,67.1753,20.6549,-11.69,92,5,3.09,SE,1699675347
529,luau,-10.7073,22.2247,17.86,94,100,1.13,AO,1699675348
530,benguela,-12.5763,13.4055,25.16,71,99,1.81,AO,1699675348
531,labrador city,52.9463,-66.9114,-10.05,92,75,1.03,CA,1699675214
532,kibale,0.8,31.0667,15.42,99,50,0.3,UG,1699675349
533,joshimath,30.5667,79.5667,14.36,41,41,1.53,IN,1699675349
534,kibuye,-2.0597,29.3482,18.64,80,100,1.64,RW,1699675349
535,wailea,19.8858,-155.123,24.32,94,97,5.39,US,1699675349
536,cabedelo,-6.9811,-34.8339,26.37,76,9,6.11,BR,1699675143
537,morondava,-20.2833,44.2833,24.41,64,0,2.19,MG,1699675350
538,ciudad guayana,8.3533,-62.6528,26.4,88,78,2.02,VE,1699675350
539,sinop,41.7711,34.8709,11.3,75,81,5.66,TR,1699675350
540,singaraja,-8.112,115.0882,31.21,62,54,2.28,ID,1699675350
541,at taj,24.2049,23.2857,19.11,43,100,4.2,LY,1699675350
542,fort st. john,56.2499,-120.8529,0.94,69,75,4.12,CA,1699675245
543,akranes,64.3218,-22.0749,2.31,76,87,4.32,IS,1699675351
544,inhambane,-23.865,35.3833,17.99,94,20,2.06,MZ,1699675351
545,ponta delgada,37.7333,-25.6667,22.33,94,75,9.26,PT,1699675213
546,zaozersk,69.4005,32.4476,-0.91,80,93,4.61,RU,1699675351
547,pyhajarvi,67.0701,27.2176,-14.6,97,9,1.59,FI,1699675351
548,lagoa,39.05,-27.9833,19.06,87,1,11.21,PT,1699675351
549,taltal,-25.4,-70.4833,16.23,85,21,2.84,CL,1699675221
550,timimoun,29.2639,0.231,15.21,47,0,3.09,DZ,1699675352
551,businga,3.3333,20.8833,22.09,99,100,0.69,CD,1699675158
552,tabatinga,-4.2525,-69.9381,24.05,100,20,0.0,BR,1699675352
553,weleri,-6.9713,110.0666,31.94,60,5,3.05,ID,1699675352
554,darnah,32.767,22.6367,20.37,62,0,3.96,LY,1699675352
555,tegueste,28.5167,-16.3167,18.93,90,40,2.06,ES,1699675352
556,prince rupert,54.3161,-130.3201,7.83,91,100,13.89,CA,1699675353
557,rudnyy,52.9594,63.1206,5.13,82,100,5.04,KZ,1699675353
558,mahdia,35.5047,11.0622,18.97,62,28,5.88,TN,1699675353
559,lhokseumawe,5.1801,97.1507,27.71,76,100,1.13,ID,1699675353
560,praia,14.9215,-23.5087,23.3,78,20,4.12,CV,1699675353
561,bena,11.2844,5.9347,22.13,26,100,1.81,NG,1699675353
562,newport,51.5877,-2.9984,8.79,89,31,1.52,GB,1699675220
563,thief river falls,48.1191,-96.1812,-1.47,93,100,0.0,US,1699675149
564,viedma,-40.8135,-62.9967,16.32,77,100,9.75,AR,1699675354
565,dalton,34.7698,-84.9702,13.12,81,100,4.63,US,1699675175
566,ulladulla,-35.35,150.4667,37.09,51,46,8.32,AU,1699675354
567,remire-montjoly,4.9167,-52.2667,27.13,84,11,6.1,GF,1699675355
568,turpan,42.9333,89.1667,11.39,26,100,0.99,CN,1699675355
569,xichang,27.8964,102.2634,17.87,58,1,1.19,CN,1699675355
570,isla del bosque,22.7333,-105.85,25.5,81,57,2.6,MX,1699675355
571,udgir,18.3833,77.1167,25.19,59,65,2.53,IN,1699675356
572,cannonvale,-20.2833,148.7,26.66,65,39,6.94,AU,1699675356
573,zavodoukovsk,56.5042,66.5515,1.03,92,100,3.76,RU,1699675356
574,kavieng,-2.5744,150.7967,29.0,72,100,7.16,PG,1699675356
575,wynyard,-41.0,145.7167,18.98,33,6,5.63,AU,1699675357
576,maieru,47.4,24.75,4.38,83,100,0.61,RO,1699675357
577,trinity beach,-16.7888,145.6968,35.01,48,29,7.72,AU,1699675357
578,amursk,50.2261,136.8994,-5.57,85,100,3.67,RU,1699675357
579,island harbour,50.724,-1.2758,7.21,91,12,0.89,GB,1699675358
580,anar darah,32.7587,61.654,18.35,15,0,1.76,AF,1699675358
581,vorgashor,67.5833,63.95,-14.5,99,97,2.87,RU,1699675358
582,ar rahad,12.7167,30.65,26.55,56,28,0.19,SD,1699675358
583,moya,28.0906,-15.5883,17.93,84,59,6.0,ES,1699675358
584,tornio,65.8481,24.1466,-6.99,83,7,3.6,FI,1699675358
585,shirwal,18.1333,73.9833,25.13,57,94,2.33,IN,1699675359
586,porbandar,21.6422,69.6093,29.99,42,0,5.14,IN,1699675359
587,san antonio de pale,-1.4014,5.6325,26.09,83,100,5.43,GQ,1699675270
588,san agustin de valle fertil,-30.6335,-67.4682,21.94,33,0,0.78,AR,1699675359
589,ilhabela,-23.7781,-45.3581,22.21,93,49,1.68,BR,1699675291
590,preobrazheniye,42.9019,133.9064,-1.2,38,5,3.64,RU,1699675359
591,jackson,42.4165,-122.8345,9.92,85,92,0.61,US,1699675360
592,arua,3.0201,30.9111,18.13,88,52,1.27,UG,1699675360
593,mitu,1.1983,-70.1733,22.77,99,100,0.31,CO,1699675360
594,padang,-0.9492,100.3543,29.03,87,87,2.06,ID,1699675360
595,pervomayskoye,43.919,46.7102,5.96,62,0,3.22,RU,1699675361
596,filiatra,37.15,21.5833,17.61,81,99,6.23,GR,1699675361
597,harper,4.375,-7.7169,24.6,90,48,3.0,LR,1699675361
598,mawlamyinegyunn,16.3833,95.2667,29.29,74,100,2.73,MM,1699675361
599,sola,-13.8833,167.55,27.37,83,75,5.14,VU,1699675361
600,luza,60.6308,47.2512,-2.14,87,64,1.88,RU,1699675361
601,crete,35.1558,24.895,14.47,85,11,2.58,GR,1699675362
602,papao,-17.75,-149.55,28.82,78,97,3.16,PF,1699675362
603,malango,-2.9627,119.9001,26.1,66,96,0.17,ID,1699675362
604,nanpiao,41.0982,120.7479,-0.25,42,0,4.56,CN,1699675362
605,woolgoolga,-30.1106,153.2007,28.36,70,17,7.22,AU,1699675362
606,formosa do rio preto,-11.0483,-45.1931,26.19,39,71,0.99,BR,1699675362
607,wucheng,29.6008,118.175,12.94,85,100,2.27,CN,1699675363
608,solapur,17.6833,75.9167,25.55,65,79,2.39,IN,1699675363
609,kewanee,41.2456,-89.9248,1.38,72,0,1.22,US,1699675363
610,thinadhoo,0.5333,72.9333,27.25,82,58,5.69,MV,1699675363
